id,createdAt,updatedAt,profileApproved,subscriptionActive,typeOfBusiness,companyType,companyNameEn,companyNameEs,contactNameEn,contactNameEs,streetAddress,city,state,zipCode,mobilePhoneNumber,officePhoneNumber,emailAddress,websiteUrl,image,rating,reviewsEn,reviewsEs,experience,languagesEn,languagesEs,educationEn,educationEs,specialtiesEn,specialtiesEs,consultationFeeEn,consultationFeeEs,bioEn,bioEs,videoConsultation,featured
,,,,,legal,Immigration Attorney,Rozario Law,,Charmaine Cecilia Rozario,,"355 Fifth Street,  Suite 400",Pittsburgh,PA,15222,(800) 808-4013,(800) 808-4013,charmaine@rozariolaw.com,https://www.rozariolaw.com,/placeholder.svg,4.8,35,,26,English,,Case Western Reserve University School of Law,,Immigration,,Paid Consultation,,"Charmaine Cecilia Rozario has 26 years of experience in immigration law, serving clients throughout Pittsburgh, PA. She offers video conferencing for consultations.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Lively Law,,Ashley E Lively,,"424 S 27th St,  Suite 306",Pittsburgh,PA,15203,(980) 202-7991,(980) 202-7991,ashley@livelylaw.com,https://www.livelylaw.com,/placeholder.svg,4.5,18,,5,English,,University of Pittsburgh School of Law,,Immigration,,Paid Consultation,,"Ashley E Lively is an immigration lawyer serving clients throughout Pittsburgh, PA. She offers video conferencing for consultations.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Karavias Law,,Jason Louis Karavias,,"300 Cedar Blvd,  Suite B6",Pittsburgh,PA,15228,(412) 223-7924,(412) 223-7924,jason@karaviaslaw.com,https://www.karaviaslaw.com,/placeholder.svg,4.7,29,,24,English,,Boston University School of Law,,Immigration,,Free Consultation,,"Jason Louis Karavias has 24 years of experience in immigration law, offering free consultations to clients in Pittsburgh, PA.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Hartzman Law,,Daniel Martin Hartzman,,1001 Liberty Ave #500,Pittsburgh,PA,15222,(412) 495-9849,(412) 495-9849,daniel@hartzmanlaw.com,https://www.hartzmanlaw.com,/placeholder.svg,4.6,22,,13,English,,University of Pennsylvania Law School,,Immigration,,Free Consultation,,"Daniel Martin Hartzman has 13 years of experience in immigration law, offering free consultations to clients in Pittsburgh, PA.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,"Elliott & Davis, PC",,Eric Stephan Davis,,425 First Avenue,Pittsburgh,PA,15219,(412) 434-4911,(412) 434-4911,eric@elliottdavis.com,https://www.elliottdavis.com,/placeholder.svg,4.5,15,,8,English,,Not specified,,Immigration; Antitrust; Business; International,,Paid Consultation,,"Eric Stephan Davis is an immigration attorney at Elliott & Davis, PC, specializing in immigration, antitrust, business, and international law for clients in Pittsburgh, PA.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Caruso Law,,Vanessa Elaine Caruso,,"6425 Living Place,  Suite 2",Pittsburgh,PA,15206,(412) 265-1822,(412) 265-1822,vanessa@carusolaw.com,https://www.carusolaw.com,/placeholder.svg,4.6,21,,10,English,,Duquesne University,,Immigration,,Free Consultation,,"Vanessa Elaine Caruso has 10 years of experience in immigration law, offering free consultations to clients in Pittsburgh, PA.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Murphy Law,,Joseph Murphy,,"310 Grant St,  #3309",Pittsburgh,PA,15219,(412) 586-4131,(412) 586-4131,joseph@murphylaw.com,https://www.murphylaw.com,/placeholder.svg,4.7,30,,26,English,,Duquesne University School of Law,,Immigration,,Paid Consultation,,"Joseph Murphy has 26 years of experience in immigration law, serving clients throughout Pittsburgh, PA.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Freeman Law,,Ellen Freeman,,P.O. Box 11374,Pittsburgh,PA,15238,(412) 822-6500,(412) 822-6500,ellen@freemanlaw.com,https://www.freemanlaw.com,/placeholder.svg,4.6,23,,15,English,,University of Pittsburgh School of Law,,Immigration,,Paid Consultation,,"Ellen Freeman is an immigration attorney serving clients throughout Pittsburgh, PA.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,MacDonald Law,,John MacDonald,,"One Turks Head Place,  Suite 1440",Providence,RI,02903,(401) 421-1440,(401) 421-1440,john@macdonaldlaw.com,https://www.macdonaldlaw.com,/placeholder.svg,4.7,27,,30,English,,Suffolk University Law School,,Immigration; Appeals; Arbitration & Mediation; Family,,Paid Consultation,,"John MacDonald has 30 years of experience in immigration law, serving clients throughout Providence, RI.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Morris Law,,Elisha L. Morris,,"One Turks Head Place,  Suite 1440",Providence,RI,02903,(401) 421-1440,(401) 421-1440,elisha@morrislaw.com,https://www.morrislaw.com,/placeholder.svg,4.5,18,,8,English,,Roger Williams University,,Immigration; Arbitration & Mediation; Divorce; Family,,Paid Consultation,,"Elisha L. Morris is an immigration attorney serving clients throughout Providence, RI.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Gregoire Law,,Claudia Gregoire,,"166 Valley Street,  Bldg. 6M #103",Providence,RI,02909,(401) 867-7000,(401) 867-7000,claudia@gregoirelaw.com,https://www.gregoirelaw.com,/placeholder.svg,4.6,20,,7,English,,Fordham University School of Law,,Immigration,,Paid Consultation,,"Claudia Gregoire is an immigration attorney serving clients throughout Providence, RI.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Barsom Law,,George Barsom,,"177 North Main Street,  suite 300",Providence,RI,02903,(401) 400-7222,(401) 400-7222,george@barsomlaw.com,https://www.barsomlaw.com,/placeholder.svg,4.5,15,,6,English,,Suffolk University Law School,,Immigration; Employment; Personal Injury; Stockbroker Fraud,,Paid Consultation,,"George Barsom is an immigration attorney serving clients throughout Providence, RI.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Watt Law,,Robert Watt,,84 Ship St,Providence,RI,02903,(401) 861-8810,(401) 861-8810,robert@wattlaw.com,,/placeholder.svg,4.4,12,,5,English,,Not specified,,Immigration,,Paid Consultation,,"Robert Watt is an immigration lawyer serving clients throughout Providence, RI.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Gregor Law,,Clovis Gregor,,28 Spring St,Pawtucket,RI,02860,(401) 409-2363,(401) 409-2363,clovis@gregorlaw.com,https://www.gregorlaw.com,/placeholder.svg,4.5,22,,18,English,,Not specified,,Immigration; Consumer; Divorce; Family,,Free Consultation,,"Clovis Gregor has 18 years of experience in immigration law, offering free consultations to clients in Pawtucket, RI.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Borts Law,,David Borts,,100 Lafayette St,Pawtucket,RI,02860,(401) 724-0830,(401) 724-0830,david@bortslaw.com,https://www.bortslaw.com,/placeholder.svg,4.8,35,,43,English,,Saint Louis University School of Law,,Immigration; Divorce; Family; Personal Injury,,Free Consultation,,"David Borts has 43 years of experience in immigration law, offering free consultations to clients in Pawtucket, RI.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Long Law,,Amy Long,,P.O. Box 154455,Riverside,RI,02915,(703) 898-0975,(703) 898-0975,amy@longlaw.com,https://www.longlaw.com,/placeholder.svg,4.6,21,,16,English,,American University Washington College of Law,,Immigration,,Paid Consultation,,"Amy Long has 16 years of experience in immigration law, serving clients throughout Riverside, RI.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Coughlin Law,,David Coughlin,,141 Power Rd,Pawtucket,RI,02860,(401) 723-2670,(401) 723-2670,david@coughlinlaw.com,,/placeholder.svg,4.4,14,,5,English,,Not specified,,Immigration; DUI; Domestic Violence; Insurance Claims,,Paid Consultation,,"David Coughlin is an immigration lawyer serving clients throughout Pawtucket, RI.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Thompson Law,,Ronald Thompson Jr.,,74 East St.,Pawtucket,RI,02860,(401) 527-2250,(401) 527-2250,ronald@thompsonlaw.com,,/placeholder.svg,4.7,28,,32,English,,Suffolk University,,Immigration; Criminal; Family,,Paid Consultation,,"Ronald Thompson Jr. has 32 years of experience in immigration law, serving clients throughout Pawtucket, RI.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,McSweeney Law,,Rebecca McSweeney,,127 Dorrance Street,Providence,RI,02903,(401) 490-3444,(401) 490-3444,rebecca@mcsweeney.com,https://www.mcsweeney.com,/placeholder.svg,4.5,16,,6,English,,School of Law,,Immigration; Business; Employment; International,,Paid Consultation,,"Rebecca McSweeney is an immigration lawyer serving clients throughout Providence, RI.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Vyborny Law,,David Vyborny,,"174 East Bay St.,  Suite 302",Charleston,SC,29401,(843) 804-4844,(843) 804-4844,david@vybornylaw.com,https://www.vybornylaw.com,/placeholder.svg,4.7,24,,10,English,,University of Richmond School of Law,,Immigration,,Free Consultation,,"David Vyborny is an immigration attorney based in Charleston, SC, offering free consultations to clients.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Strandberg Law,,Anna Strandberg,,"288 Meeting St,  Ste 200",Charleston,SC,29401,(843) 577-7700,(843) 577-7700,anna@strandberglaw.com,https://www.strandberglaw.com,/placeholder.svg,4.5,18,,8,English,,Charleston School of Law,,Immigration; Construction; Employment; Probate,,Paid Consultation,,"Anna Strandberg is an immigration attorney serving clients in Charleston, SC with expertise in multiple practice areas.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Keaveny Law,,Amanda Bethea Keaveny,,192 E Bay St,Charleston,SC,29401,(843) 123-4567,(843) 123-4567,amanda@keavenylaw.com,,/placeholder.svg,4.8,30,,39,English,,Not specified,,Immigration,,Paid Consultation,,"Amanda Bethea Keaveny has 39 years of experience in immigration law, serving clients in Charleston, SC.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Condy Law,,Robert Arthur Condy,,192 E Bay St,Charleston,SC,29401,(843) 123-4568,(843) 123-4568,robert@condylaw.com,,/placeholder.svg,4.6,22,,19,English,,Not specified,,Immigration,,Paid Consultation,,"Robert Arthur Condy has 19 years of experience in immigration law, serving clients in Charleston, SC.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Paris Law,,Laura Elizabeth Paris,,134 Meeting St,Charleston,SC,29401,(843) 123-4569,(843) 123-4569,laura@parislaw.com,,/placeholder.svg,4.7,25,,20,English,,Not specified,,Immigration,,Paid Consultation,,"Laura Elizabeth Paris has 20 years of experience in immigration law, serving clients in Charleston, SC.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Castner Law,,Charles Castner,,200 Meeting St,Charleston,SC,29401,(843) 727-2650,(843) 727-2650,charles@castnerlaw.com,,/placeholder.svg,4.5,18,,10,English,,Not specified,,Immigration; Business; Employment,,Paid Consultation,,"Charles Castner is an immigration attorney serving clients in Charleston, SC with expertise in business and employment law.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Newell Law,,Amanda Newell,,192 E Bay St,Charleston,SC,29401,(843) 324-2323,(843) 324-2323,amanda@newelllaw.com,,/placeholder.svg,4.6,20,,22,English,,Not specified,,Immigration,,Paid Consultation,,"Amanda Newell has 22 years of experience in immigration law, serving clients in Charleston, SC.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Arcure Law,,Magalie Arcure,,3955 Faber Place Drive,North Charleston,SC,29405,(843) 577-5460,(843) 577-5460,magalie@arcurelaw.com,https://www.arcurelaw.com,/placeholder.svg,4.6,19,,14,English,,Charleston School of Law,,Immigration; Business; International,,Paid Consultation,,"Magalie Arcure has 14 years of experience in immigration law, serving clients in North Charleston, SC.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Pandev Law,,Adrian Pandev,,170 Meeting Street,Charleston,SC,29401,(843) 991-7807,(843) 991-7807,adrian@pandevlaw.com,,/placeholder.svg,4.5,15,,5,English,,Not specified,,Immigration; Business,,Paid Consultation,,"Adrian Pandev is an immigration and business law attorney based in Charleston, SC.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Borinsky Law,,Ms. Marta Joy Borinsky,,3955 Faber Place Drive,N. Charleston,SC,29405,(843) 577-5460,(843) 577-5460,marta@borinskylaw.com,,/placeholder.svg,4.6,20,,23,English,,University of Virginia School of Law,,Immigration; Family,,Paid Consultation,,"Marta Joy Borinsky has 23 years of experience in immigration and family law, serving clients in North Charleston, SC.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Kasen Law,,Lawrence M. Kasen,,"210 South Cedar Street,  Suite 2",Summerville,SC,29483,(888) 370-5810,(888) 370-5810,lawrence@kasenlaw.com,,/placeholder.svg,4.8,30,,45,English,,Howard University School of Law and University of New Mexico,,Immigration; Business; Criminal,,Paid Consultation,,"Lawrence M. Kasen has 45 years of experience in immigration, business, and criminal law, serving clients in Summerville, SC.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Sandlin Law,,John Wescoat Sandlin,,122 W Johnston St,Summerville,SC,29483,(843) 871-1441,(843) 871-1441,john@sandlinlaw.com,,/placeholder.svg,4.7,25,,51,English,,Pepperdine School Of Law and University of South Carolina School of Law,,Immigration; Arbitration & Mediation; Family,,Paid Consultation,,"John Wescoat Sandlin has 51 years of experience in immigration law, serving clients in Summerville, SC.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Foote Law,,Jeffrey B Foote,,134 Fox Chase Drive,Goose Creek,SC,29445,(843) 212-6576,(843) 212-6576,jeffrey@footelaw.com,,/placeholder.svg,4.4,12,,7,English,,Not specified,,Immigration,,Paid Consultation,,"Jeffrey B Foote has 7 years of experience in immigration law, serving clients in Goose Creek, SC.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Chillico Law,,Jean Sterling Chillico,,"3850 Bessemer Road,  Suite 120",Mount Pleasant,SC,29466,(843) 779-2111,(843) 779-2111,jean@chillicolaw.com,,/placeholder.svg,4.5,18,,10,English,,Not specified,,Immigration; Criminal; DUI; White Collar Crime,,Paid Consultation,,"Jean Sterling Chillico is an immigration attorney serving clients in Mount Pleasant, SC with expertise in criminal defense, DUI, and white collar crime.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Torres Beckman Law,,Allyson C Torres Beckman,,3955 Faber Pl Dr,North Charleston,SC,29405,(843) 576-6307,(843) 576-6307,allyson@torresbeckmanlaw.com,,/placeholder.svg,4.6,22,,23,English,,Texas Wesleyan University School of Law - Texas Wesleyan University,,Immigration; Employment,,Paid Consultation,,"Allyson C Torres Beckman has 23 years of experience in immigration and employment law, serving clients in North Charleston, SC.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Buchmaier Law,,Wolfgang Buchmaier,,"1201 Main St.,  STE 1980",Columbia,SC,29201,(803) 575-0766,(803) 575-0766,wolfgang@buchmaierlaw.com,https://www.buchmaierlaw.com,/placeholder.svg,4.7,24,,28,English; German,,Tulane University School of Law and University of Munich Law School,,Immigration; Business; International; Tax,,Paid Consultation,,"Wolfgang Buchmaier has 28 years of experience in immigration, business, international, and tax law, serving clients in Columbia, SC.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Cabra Law,,Edgar Julian Cabra,,214 Outlet Point Blvd,Columbia,SC,29210,(864) 640-8535,(864) 640-8535,edgar@cabralaw.com,,/placeholder.svg,4.5,15,,5,English; Spanish,,Not specified,,Immigration; Criminal; Personal Injury; Workers' Comp,,Paid Consultation,,"Edgar Julian Cabra has 5 years of experience in immigration, criminal, personal injury, and workers' compensation law, serving clients in Columbia, SC.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Hill Law,,John Hill,,1320 Main St,Columbia,SC,29201,(803) 252-1300,(803) 252-1300,john@hilllaw.com,,/placeholder.svg,4.8,30,,42,English,,University of Georgia,,Immigration; Business; Employment; International,,Paid Consultation,,"John Hill has 42 years of experience in immigration, business, employment, and international law, serving clients in Columbia, SC.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Phipps Law,,Charles Phipps,,1830 Marion St,Columbia,SC,29201,(803) 123-4567,(803) 123-4567,charles@phippslaw.com,,/placeholder.svg,4.6,22,,27,English,,Not specified,,Immigration,,Paid Consultation,,"Charles Phipps has 27 years of experience in immigration law, serving clients in Columbia, SC.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Rebollo Law,,Anthony Rebollo,,1900 Barnwell St,Columbia,SC,29201,(803) 123-4568,(803) 123-4568,anthony@rebollolaw.com,,/placeholder.svg,4.6,20,,23,English,,Not specified,,Immigration; Business; Criminal; DUI,,Paid Consultation,,"Anthony Rebollo has 23 years of experience in immigration, business, criminal, and DUI law, serving clients in Columbia, SC.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Depret-Bixio Law,,Lee Gibbs Depret-Bixio,,1320 Main St,Columbia,SC,29201,(803) 123-4569,(803) 123-4569,lee@depretbixiolaw.com,,/placeholder.svg,4.6,18,,22,English,,Not specified,,Immigration; International,,Paid Consultation,,"Lee Gibbs Depret-Bixio has 22 years of experience in immigration and international law, serving clients in Columbia, SC.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Kline Law,,Julia Kline,,348 Burkelo Road,Wagner,SC,29164,(949) 346-3370,(949) 346-3370,julia@klinelaw.com,https://www.klinelaw.com,/placeholder.svg,4.5,16,,8,English,,"Loyola Law School, Los Angeles",,Immigration,,Free Consultation,,"Julia Kline has 8 years of experience in immigration law, serving clients in Wagner, SC. Offers free consultations and video conferencing.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Ladd Law,,Allen C. Ladd,,14 Whitsett Street,Greenville,SC,29601,(864) 991-8450,(864) 991-8450,allen@laddlaw.com,https://www.laddlaw.com,/placeholder.svg,4.7,25,,45,English,,Albany Law School,,Immigration,,Free Consultation,,"Allen C. Ladd has 45 years of experience in immigration law, serving clients in Greenville, SC. Offers free consultations.",,FALSE,FALSE
